permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
PP-2023-008040,4620-22 WOODLAND AVE,Alterations,LATERAL SEAL ACCORDING TO THE 2018 PPC.,2023-06-19 04:00:00+00,-75.21005073954298,39.9435568406817
PP-2024-006269,1421 S NAPA ST,New Construction or Additions,"Install (3) lavatories, (3) water closets, (2) tub/shower, laundry sink, kitchen sink, hot water heater, hose bib.
Install 1"" domestic, storm and sanitary curb trap complete with fresh air and main house drains.",2024-06-04 04:00:00+00,-75.1959276294852,39.93600195129881
PP-2021-022220,1943 MUTTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-016085,2022-05-17 04:00:00+00,-75.13561708045376,39.980098380821076
PP-2023-005214,1403 N MARSTON ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-001424,2023-08-24 04:00:00+00,-75.18044414966863,39.977412790480656
RP-2020-011958,2336 ALTER ST,New Construction,"**Amendment dated 7/12/2023 to revise structural framing as per revised structural plans and revised lateral bracing calculations.**
For the erection of a new, four (4) story attached structure (w/roof deck and pilot house enclosing access stairs only) to be used as Group R-3 (SFD), as per plans; separate permits required for all MEP/FSP work; building to be fully sprinklered as per NFPA 13R throughout; if field conditions vary, contact design engineer prior to the start of any work; covered walkway or sidewalk closure shall be required within 9.5 feet of the building facade in accordance with Section 3306 in the 2018 IBC (separate building and/or Streets Department permit required prior to start of any work); blower door testing shall be performed in accordance with ASTM E 779 or ASTM E 1827 by an approved third party agency; see AP#1029918 for zoning/use approval.",2021-03-29 04:00:00+00,-75.18283864962855,39.939154540608
PP-2024-012050,5122 N 3RD ST,Alterations,New curb-trap with fresh air inlet piping,2024-09-04 04:00:00+00,-75.12951141007852,40.02900050077278
EP-2025-007612,1436 N HOBART ST,Addition and/or Alteration,"Rewire as per Nec 2017  
Smokes and Co detector  
20 recess light
Replace 100 amp inkind   
Install arch faults as per nec 2017",2025-09-17 04:00:00+00,-75.23768427963427,39.973845781369086
MP-2021-000027,1328 RITNER ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - (1 - 2 ton air handler, 5kw backup heat, 2 ton heat pump, all duct work, 6 registers in basement for first floor. 1 - 2 ton air handler, 5kw backup heat, 2 ton heat pump, all duct work, 6 registers on third floor for second and third.) For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. (Note: rooftop installations will require plans unless it has already been included on any approved alteration plans.)",2021-01-04 05:00:00+00,-75.16953685022473,39.92035298082438
EP-2021-002016,1906 BRUNNER ST,Addition and/or Alteration,Rewire the second floor as per 2014 code with smoke detectors rewire liv room and dinning room light ,2021-03-03 05:00:00+00,-75.15725910007801,40.01751096127357
1057605,347 E GORGAS LN,Minor Demolition,"FOR THE COMPLETE DEMOLITION OF AN EXISTING DETACHED TWO (2) STORY MASONRY STRUCTURE AND PART PARKING GARAGE (KEEP THE OTHER PART OF THE PARKING GARGE ON THE ADJACENT LOT) SEPARTE PERMIT REQURIED FOR THE REINFORCEMENT FOR THE COMMON WALL OF THE GARAGE.
STRUCTURE TO BE DEMOLISHED BY HAND ONLY. PEDESTRIAN PROTECTION TO BE IN PLACE PRIOR TO START OF WORK AND TO BE MAINTAINED DURING ALL DEMOLITION ACTIVITIES. SEPARATE STREETS DEPARTMENT APPROVAL REQUIRED FOR SIDEWALK CLOSURE",2020-05-05 04:00:00+00,-75.18265933038063,40.06026077079062
DP-2021-000636,6168 UPLAND ST,Minor Demolition,Sub Demolition Permit for CF-2021-016754 Sub for the complete demo of a sfd as part of City of Philadelphia demolition program. Add'l specs: 1 stucco c/w 6170 Upland st. Replace all sidewalk,2021-05-14 04:00:00+00,-75.232570850368,39.92937390090508
RP-2021-014239,3120 CLIFFORD ST,Addition and/or Alteration,"Alteration: Interior and exterior building; existing single-family dwelling; light-structural renovation; star bolts.",2021-11-23 05:00:00+00,-75.18571970972891,39.982850460973125
RP-2025-009409,286 W HAINES ST,Addition and/or Alteration,"rebuild front porch, details as shown on the plan.",2025-09-19 04:00:00+00,-75.18111237055685,40.03422275054204
MP-2020-006247,5505 W GODFREY AVE,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.  Simple mini split Heater/AC System installation <450 sf ft no ductwork. ",2021-02-23 05:00:00+00,-75.15806989007547,40.049422101310626
PP-2022-007539,651 N PARK AVE,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-003896,2024-01-12 05:00:00+00,-75.1590734994248,39.96503986090288
PP-2024-016881,3118 CLIFFORD ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-011733,2025-04-29 04:00:00+00,-75.18566379981057,39.98284339122335
MP-2020-004502,2232 N 7TH ST,New Construction,"Proposed new construction of a 3 story multifamily(2 units) dwelling with roof deck, pilot house and basement.

We are applying for a zoning permit as well: ZP-2020-002885.",2021-05-18 04:00:00+00,-75.14550589957369,39.9856962409712
MP-2023-004278,1843 HARTRANFT ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans.

Installation of (2) 92% 60K btu gas furnaces, (2) 2.5 ton AC, ductwork, and 22 diffusers.",2024-01-05 05:00:00+00,-75.18037121043261,39.90966000067249
MP-2025-004073,6008 GREENWAY AVE,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards. Deviations from these standards require submission of construction and site plans. 

REPLACE EXISTING FURNACE ONLY, IN LIKE & KIND, WITH 80% 90k BTU FURNACE. NO DIFFUSERS OR DUCTWORK.",2025-08-05 04:00:00+00,-75.22897213035105,39.93099182080997
MP-2021-007576,1143 S CLEVELAND ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES. (NO DUCTWORK OR DIFFUSERS ARE BEING INSTALLED
INSTALL BRYANT 80% 70, 000 BTU SINGLE STAGE GAS FURNANCE VIA CHIMNEY VENT TO THE EXTERIOR).",2021-11-10 05:00:00+00,-75.17387329015675,39.93736585083222
MP-2023-003828,332 CARSON ST,New Construction,Mechanical / Fuel Gas Permit for combo RP-2023-006269,2024-08-13 04:00:00+00,-75.2225191304493,40.029623831085544
MP-2020-001704,1214 ELLSWORTH ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.",2020-08-10 04:00:00+00,-75.16384402973112,39.93599473061225
PP-2022-009629,362 DUPONT ST,Alterations,REPLACED WH 40 GAS TALL,2023-01-18 05:00:00+00,-75.22053965990794,40.03241374094406
PP-2023-017041,2307 E CUMBERLAND ST,Alterations,Plumbing Permit (Interior) for combo RP-2023-012880,2024-01-16 05:00:00+00,-75.12351852972232,39.980919860815376
RP-2022-013743,2920 E ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS - For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work any modifications to exterior walls, party walls, floor/roof framing or foundations, including underpinning, excavation, and removal of foundation slab. WORK IN THE BASEMENT OR CELLAR IS NOT INCLUDED ON THE EZ ALT PERMIT. All work per Engineer's plans. The building interior rooms shall be defined with framed with non-bearing 2x4 wood studs with single plate top and bottom. The interior doors shall be hollow core single leaf with hardware appropriate for the room’s use. The interior framing walls and ceilings shall be faced with 1/2 GWB the GWB shall be taped and finished to a smooth uniform surface. - Install trim at the baseboards, door casings, window sills, and window casing.  Each stair will comprise with one hand rail for the full length of the stair. The open side of the stair will be equipped with railings and balusters. The floors and stairs shall be covered with solid surface flooring or carpet with padding. Floors in wet areas shall be water resistant and slip resistant. - The kitchen shall be equipped with wall and base cabinets and counter. Replacement windows with a U-Factor N.T.E. 0.32 and no change in the size and/or locations of the window openings. Separate permits required for Mechanical, Electric and Plumbing. ",2022-12-16 05:00:00+00,-75.12038502949802,39.99319787069992
PP-2021-021165,109-15 S 24TH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-015535,2022-10-27 04:00:00+00,-75.17901383003108,39.95227941133345
1037509,608 N GALLOWAY ST,New Construction,"FOR THE INSTALLATION OF A FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 2007, STANDARD 13R TO INCLUDE A 2-INCH DIAMETER SERVICE LINE, BACKFLOW PREVENTION ASSEMBLY, AND DRY SPRINKLER HEAD INSTALLATIONS. **SEPARATE PERMITS REQUIRED FOR ALL SERVICE CONNECTING TO UNITS B THROUGH G.**",2020-01-29 15:57:00+00,-75.14384561948442,39.961853661254096
RP-2023-003957,2033 BRANDYWINE ST,Addition and/or Alteration,FIRST FLOOR ADDITION AND INTERIOR ALTERATIONS ALONG WITH ROOF DECK. DETAILS AS SHOWN ON PLAN.,2023-06-14 04:00:00+00,-75.17173113044011,39.96460007134196
FP-2024-002655,4050 CONSHOHOCKEN AVE,New Construction,FOR THE INSTALLATION OF AN AUTOMATIC FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 13D THROUGHOUT THREE STORY BUILDING TO INCLUDE 1-INCH COMBINED WATER SERVICE LINE AS PER APPROVED PLANS. ALL WORK SHALL BE DONE IN ACCORDANCE WITH APPROVED PLANS/HYDRAULIC CALCULATIONS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK.,2025-03-05 05:00:00+00,-75.21287778965673,40.001192930634005
FP-2024-001563,1643 N 6TH ST,New Construction,"INSTALL NEW FIRE SUPPRESSION SYSTEM COMPLYING WITH NFPA 13 THROUGHOUT THE BUILDING TO INCLUDE 2"" MAIN FIRE SERVICE LINE WITH A 2"" WILKINS 950XLT2 BACKFLOW PREVENTION ASSEMBLY AS PER APPROVED PLANS. ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.",2024-10-10 04:00:00+00,-75.14515437957218,39.97674434051433
RP-2021-018316,515 W MOUNT PLEASANT AVE,Addition and/or Alteration,For the demolition and reconstruction of a semi-detached garage accessory to an existing semi-detached single family dwelling per plans. Separate permits required for all associated MEP work.,2022-07-25 04:00:00+00,-75.19767627015743,40.05128489068525
RP-2023-004386,5902 BELDEN ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS
For alterations to an existing one family dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly prohibited under this permit. Prohibited structural work includes any modification to exterior walls, party walls, floor/roof framing or foundations, underpinning and excavations (i.e., digging in basement). Any work/alterations to the basement/cellar are expressly prohibited unless documented as an existing habitable space with heights and means of egress per conditions of the EZ standard. separate permits required for mechanical, electric and plumbing, etc.
*No basement alterations of any kind were proposed or approved for this permit*
*No structural alterations of any kind were proposed or approved for this permit*
2nd floor bathroom. Demo bathtub, install walk-in shower. Replace flooring.",2023-05-10 04:00:00+00,-75.08555319050843,40.03464223081911
MP-2022-001089,344 SLOAN ST,Addition and/or Alterations,Mechanical / Fuel Gas Permit for combo RP-2021-016544,2023-02-10 05:00:00+00,-75.20140542946585,39.96023961058124
1043102,1514 W GIRARD AVE,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. *8 Seperate units. No penetrations through rated assemblies*",2020-01-21 18:03:00+00,-75.16180650017945,39.97148963132262
RP-2021-014950,1449 N 29TH ST,Addition and/or Alteration,"FOR THE CONSTRUCTION OF A 2ND AND 3RD FLOOR ROOF DECK ACCESSED BY EXTERIOR STAIRS FROM REAR OF 2ND FLOOR AS PER APPROVED PLAN; FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. *SEPARATE PERMITS REQUIRED FOR ELECTRICAL, PLUMBING, AND MECHANICAL WORK* **UNDERPINNING IS NOT PART OF THIS PERMIT**",2021-11-10 05:00:00+00,-75.18233254948572,39.97869377081883
PP-2024-010912,7561 BATTERSBY ST,Alterations,HT and FAI,2024-08-06 04:00:00+00,-75.04559231996025,40.04541587098719
PP-2022-002993,11923 WALDEMIRE DR,Alterations,HT and FAI repair,2022-02-28 05:00:00+00,-74.97951581968802,40.089066070698124
PP-2025-011090,2011 N HANCOCK ST,Alterations,curb trap and fresh air inlet,2025-08-27 04:00:00+00,-75.13577553020059,39.9808842810718
PP-2025-007392,1125 KERPER ST,Alterations,HT and FAI replacement,2025-06-05 04:00:00+00,-75.07921275039178,40.04737931081419
PP-2022-007291,3338 FORDHAM RD,Alterations,REPAIR/REPLACE HT and FAI ,2022-05-10 04:00:00+00,-75.01036012045569,40.05794278119962
PP-2021-000768,5636 N 19TH ST,Alterations,REPAIR/REPLACE 3/4 WDP,2021-09-22 04:00:00+00,-75.15291726962245,40.04021881065872
PP-2022-010189,2820 NORMANDY DR,Alterations,"REPAIR / REPLACE 3/4"" WDP",2022-07-08 04:00:00+00,-74.99862998986117,40.10305846136804
RP-2021-008049,4408 N 18TH ST,Addition and/or Alteration,Remove existing two story double wythe masonry wall and replace with new two story double wythe masonry wall per the drawings.,2021-06-08 04:00:00+00,-75.15540030998098,40.021086180791826
RP-2024-006623,5262 MONTOUR ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS- For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Separate permits are required for plumbing and electrical work and the installation of heating/cooling appliances. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT. PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS; INCLUDING UNDERPINNING, EXCAVATION, AND REMOVAL OF FOUNDATION SLAB.NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR.

Bathroom adaptations
",2024-06-26 04:00:00+00,-75.10611844012732,40.031647681027046
RP-2025-005981,346 MILNE ST,Addition and/or Alteration,"For alterations to a Single Family Dwelling Property as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly PROHIBITED under this permit. Prohibited structural work includes but not limited to any modification to exterior walls, party wall, floor/roof framing and foundations, including underpinning, excavation and removal of foundation slab. NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR.  Separate permits required for Mechanical and Electrical. Scope of work approved as per engineers report.
",2025-06-11 04:00:00+00,-75.16415728960729,40.01975337092612
RP-2021-014178,2243 N 22ND ST,Addition and/or Alteration,"Build wooden landing and install a stairlift.
installation of stair lift shall be as per manufactures instruction.",2021-11-02 04:00:00+00,-75.1687236602427,39.98898615112366
RP-2024-002299,4046 I ST,Addition and/or Alteration,"erection of vertical platform lift, details as shown on plan. no other work included.",2024-04-03 04:00:00+00,-75.10870353951815,40.00985218065423
MP-2025-002107,1233 E OXFORD ST,New Construction,Mechanical / Fuel Gas Permit for combo RP-2025-000335,2025-09-17 04:00:00+00,-75.131415230153,39.970934310700265
MP-2020-003023,1226 N DOVER ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.",2020-08-13 04:00:00+00,-75.18285134987445,39.9753288513295
MP-2024-000591,769 S 20TH ST,New Construction,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES- For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans.",2024-03-27 04:00:00+00,-75.17541941030072,39.94222518121367
PP-2022-007712,548 MAYLAND ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-003054,2022-08-10 04:00:00+00,-75.1729675502031,40.049461741062174
ZP-2024-012706,1139 KENT LN,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION (NTE 38 FT) TO AN EXISTING DETACHED STRUCTURE. SIZE AND LOCATION AS PER PLANS.,2025-01-26 17:09:56+00,-75.03710000978427,40.099254210763135
ZP-2025-005987,6325 PALMETTO ST,"New construction, addition, GFA change",FOR THE DEMOLITION OF A ONE-STORY DETACHED ACCESSORY STRUCTURE (GARAGE) IN THE REAR YARD. FOR THE ELIMINATION OF ONE (1) OFF-STREET INTERIOR PARKING SPACE AND THE ERECTION OF ONE (1) SURFACE PARKING SPACE TO THE REAR OF AN EXISTING DETACHED SINGLE-FAMILY STRUCTURE. SIZE AND LOCATION AS SHOWN ON THE APPLICATION/PLAN.,2025-09-05 17:17:09+00,-75.09483249971552,40.04836012111199
RP-2020-014040,1848 N MARSTON ST,New Construction,"FOR NEW CONSTRUCTION OF A THREE (3) STORY WOOD-FRAME ATTACHED STRUCTURE ON REINFORCED CONCRETE FOOTINGS/FOUNDATIONS WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE. FOR USE AS A SINGLE-FAMILY DWELLING THROUGHOUT. BUILDING SHALL BE FULLY SPRINKLERED (13D), SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEMS. *PROTECTION OF RIGHT-OF-WAY / PEDESTRIANS / ADJACENT PROPERTIES REQUIRED DURING ALL CONSTRUCTION.*ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.

HVAC INSTALLATION IN ACCORDANCE WITH EZ PERMIT STANDARD.",2021-06-22 04:00:00+00,-75.17938605008788,39.98404793123864
RP-2024-010335,332 S 24TH ST,Addition and/or Alteration,"EZ PERMIT STANDARDS ALTERATIONS- For alterations to an Existing One Family Dwelling as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Separate permits are required for plumbing and electrical work and the installation of heating/cooling appliances. STRUCTURAL ALTERATION OR REPAIR IS EXPRESSLY PROHIBITED UNDER THIS PERMIT. PROHIBITED STRUCTURAL WORK INCLUDES ANY MODIFICATION TO EXTERIOR WALLS, PARTY WALLS, FLOOR/ROOF FRAMING OR FOUNDATIONS; INCLUDING UNDERPINNING, EXCAVATION, AND REMOVAL OF FOUNDATION SLAB.NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR.",2024-10-02 04:00:00+00,-75.18043059000506,39.947923480896335
EP-2021-012909,2243 N 22ND ST,Addition and/or Alteration,Electrical Permit for combo RP-2021-014178,2021-11-07 04:00:00+00,-75.1687236602427,39.98898615112366
EP-2022-000891,2816 W STILES ST,Addition and/or Alteration,"install 1 15 amp line with outlet 
all wiring will be fished as per 2014 nec",2022-02-17 05:00:00+00,-75.18227506969617,39.97494857104669
EP-2021-009081,3525 N 19TH ST,Addition and/or Alteration,"Install outdoor disconnect for lift and outdoor flood 
All wiring will be fished as per 2014 NEC",2021-08-23 04:00:00+00,-75.15942952982186,40.00772806090694
PP-2024-005251,2417 N HANCOCK ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-000632,2025-05-22 04:00:00+00,-75.13452779943056,39.98710856120546
MP-2022-004173,2835 CORAL ST,Addition and/or Alterations,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES. (Installation of ductless mini-split system :
Two (2) outdoor condensers.
Six (6) indoor wall mounted units).",2022-08-27 04:00:00+00,-75.11862432954563,39.98870178095062
MP-2025-002191,768 N 38TH ST,Addition and/or Alterations,Mechanical / Fuel Gas Permit for combo RP-2025-002998,2025-11-08 05:00:00+00,-75.19840646954621,39.967511530728686
PP-2025-005739,526 MARTIN ST,Alterations,"Replace Storm curb trap, main drain and Fresh air inlet and replace Sanitary curb trap, main drain and Fresh air inlet.",2025-05-01 04:00:00+00,-75.21264253012752,40.032464440688756
PP-2022-005540,3225 W OXFORD ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-002839,2022-11-23 05:00:00+00,-75.18789424950832,39.98131557136043
RP-2025-009147,2040 S 68TH ST,Addition and/or Alteration,"For alterations to a Single Family Dwelling Property as per attached standard. Deviations from this standard will result in permit revocation and require submission of construction plans. Structural alteration or repair is expressly PROHIBITED under this permit. Prohibited structural work includes but not limited to any modification to exterior walls, party wall, floor/roof framing and foundations, including underpinning, excavation and removal of foundation slab.
*** NO WORK MAY BE PERFORMED IN THE BASEMENT OR CELLAR.***     Separate permits required for Mechanical, Electric and Plumbing. 
",2025-09-07 04:00:00+00,-75.2400583004649,39.92388515110883
EP-2020-003914,716 S 18TH ST,New Construction,"Complete wiring in accordance with 2014 NEC code. Outlets, Switches, Carbon Monoxide/Smoke Detectors and Fixtures
",2020-07-10 04:00:00+00,-75.17237096001877,39.94317812057798
PP-2020-012482,5729 N PARK AVE,Alterations,Remove existing tub and reposition drain line and water line PPC 2018,2020-12-30 05:00:00+00,-75.1427998997083,40.04074582083927
PP-2024-014789,3828 FOLSOM ST,Alterations,Plumbing Permit (Interior) for combo RP-2024-011236,2024-10-30 04:00:00+00,-75.19895985039912,39.96710986118309
PP-2023-007768,1041 TYSON AVE,Alterations,"REPAIR/REPLACE 3/4"" WDP
























",2023-06-08 04:00:00+00,-75.07799046986892,40.051452750881914
PP-2025-003662,9751 CHAPELCROFT ST,Alterations,Plumbing Permit (Interior) for combo RP-2024-013861,2025-03-19 04:00:00+00,-75.02691104943827,40.08914032114754
RP-2023-007243,6200 JEFFERSON ST,Addition and/or Alteration,"MAKE SAFE PERMIT TO COMPLY WITH CASE #713684- FOR THE REPAIR TO AN EXISTING RETAINING WALL PER PLANS.  ABUTTING SIDEWALK MUST BE CLOSED WITH FENCING A MINIMUM OF 6' IN HEIGHT. SEPARATE STREETS DEPARTMENT PERMIT REQUIRED FOR SIDEWALK CLOSURE. A SEPARATE PERMIT IS REQUIRED FOR ANY ADDITIONAL ALTERATIONS THAT ARE NOT SPECIFICALLY ADDRESSED ON CASE #713684. IN ACCORDANCE WITH CODE BULLETIN PM-1801, A PA PROFESSIONAL ENGINEER IS REQUIRED TO MONITOR REPAIRS MADE UNDER THIS PERMIT. THE ENGINEER MUST SUBMIT A SEALED STATEMENT TO THE DEPARTMENT CONFIRMING THAT THE STRUCTURE IS IN SOUND CONDITION AT COMPLETION.

",2023-07-31 04:00:00+00,-75.24423500993468,39.97828212117999
PP-2024-005247,708 S 2ND ST,EZ Bathroom & Kitchen Remodel,"2nd FL & 3rd Fl Bathroom
Replace  toilets, shower, tub, sinks & faucets
6 FIXTURES",2024-04-09 04:00:00+00,-75.1462473004787,39.939864911164044
RP-2023-004437,731 CLYMER ST,Addition and/or Alteration,FOR THE ERECTION OF ACCESSORY ROOF DECK ACCESSED THROUGH A ROOF HATCH DOOR AS PART OF THE EXISTING STRUCTURE TO CONTINUOUS USE AS SINGLE-FAMILY DWELLING.  SIZE AND LOCATION AS SHOWN ON THE PLANS. ,2023-05-24 04:00:00+00,-75.15533510038946,39.94018669066071
EP-2021-004631,610 CRESTVIEW RD,Addition and/or Alteration,"(Fishing permit) install new outlets and add outlets where needed, install new lights, install new smoke detector, and carbon detector, install new grounding system as per NEC 2014.",2021-05-07 04:00:00+00,-75.23540947045687,40.0581150913482
PP-2025-011709,2818 N 8TH ST,EZ Bathroom & Kitchen Remodel,EZ Bathroom 3 piece bathroom on 2nd floor,2025-09-11 04:00:00+00,-75.14483652023186,39.99478986130123
PP-2024-015785,5307 LENA ST,EZ Bathroom & Kitchen Remodel,"3 piece bathroom 2nd floor. (1 water closet, 1 lavatory, 1 shower/tub)",2024-11-15 05:00:00+00,-75.16769934000615,40.034165131249225
EP-2025-004430,1712 DORRANCE ST,Addition and/or Alteration,"Replace 100 AMP service and panel
Replace 3way switches
Install dedicated lines using wire mold (fishing wires)
Replace exterior fixtures
Replace basement fixtures
Replace fixtures, switches and outlets throughout",2025-05-08 04:00:00+00,-75.17628323049748,39.929913431044184
EP-2023-011380,8341 FORREST AVE,Addition and/or Alteration,"Replace 100 AMP service
Install electric wall/ceiling heater
Install exhaust fan in bathroom
Install 2 bathroom fixtures
Install dedicated line using wire mold for stair lift (fishing wires)
AS PER NEC 2017",2023-11-28 05:00:00+00,-75.1757290896641,40.07670482077306
EP-2022-004259,6519 REEDLAND ST,Addition and/or Alteration,"Replace 100Amp Service 
Install dedicated line using wire mold
Replace outlets
as per 2014 nec",2022-04-27 04:00:00+00,-75.23143845976354,39.92239856112894
EP-2022-003769,8261 FAYETTE ST,Addition and/or Alteration,"Replace 100amp panel 
Replace light fixtures 
Replace switches and outlets 
Install dedicated line using wire mold or fishing wires as per 2014 nec",2022-04-13 04:00:00+00,-75.1728764698189,40.07685435083913
EP-2023-009963,4013 N FAIRHILL ST,Addition and/or Alteration,"Replace 100 AMP panel
Install dedicated line 
Install 2 bathroom fixtures
using wire mold ( fishing wires)
AS PER NEC 2017",2023-10-18 04:00:00+00,-75.13688753969865,40.01246845080839
EP-2025-006668,6110 IRVING ST,Addition and/or Alteration,Replace 100 amp service,2025-07-31 04:00:00+00,-75.24421022970371,39.95733326080775
EP-2022-010576,4042 N 7TH ST,Addition and/or Alteration,"Replace 100 AMP panel and service
Install carbon/smoke detector in basement
Install dedicated line using wire mold
Replace 3 light fixtures
Replace 12 outlets and 7 switches
As per 2014 nec",2022-10-19 04:00:00+00,-75.13950595023611,40.01345505086858
EP-2022-012198,1408 S 24TH ST,Addition and/or Alteration,"  PHDC AMP  WORK ORDER 172155  THIS WORK ORDER IS ASSOCIATED WITH RP 2022 012153. ARC-FAULT CIRCUIT BREAKERS
DISTRIBUTION PANEL - 32 SPACE PANEL
ADDITIONAL SMOKE / CARBON MONOXIDE DETECTOR AS PER 2017 NEC",2023-01-20 05:00:00+00,-75.1844375099746,39.934803811338625
RP-2021-011763,5514 RACE ST,Addition and/or Alteration,RENOVATION PER PLANS. ,2021-09-02 04:00:00+00,-75.23080372017128,39.96373618122017
EP-2023-001578,6622 N 18TH ST,Addition and/or Alteration,Install an additional meter for the basement as per 2017 nec,2023-02-21 05:00:00+00,-75.1480490499196,40.05507499111234
PP-2020-006895,252 DUPONT ST,Alterations,"Storm and sanitary Curb Trap, Fai & House Drain PPC 2018",2020-08-31 04:00:00+00,-75.22315481950437,40.03095117092884
RP-2024-008547,1250 N 18TH ST,Addition and/or Alteration,RENOVATE EXISTING 3-STORY TWO-FAMILY DWELLING WITH NEW REAR 3RD FLOOR ADDITION OF EXISTNG TWO STORY PORTION. ENGINEER DOCUMENTATION FOR PREVIOSULY APPROVED UNDERPINNING ATTACHED.,2024-11-14 05:00:00+00,-75.16570905945957,39.97390047096966
