permitnumber,address,typeofwork,approvedscopeofwork,permitissuedate,lng,lat
ZP-2022-011324,257 E SHARPNACK ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE; FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING; SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN.",2022-10-27 21:33:15+00,-75.17980401052309,40.05360226108651
ZP-2022-001413,232 W PENN ST,"New construction, addition, GFA change",FOR THE ERECTION OF A SEMI-DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2023-04-19 04:00:00+00,-75.17418026056242,40.02779598084244
ZP-2023-002860,8305 BUSTLETON AVE,"New construction, addition, GFA change",FOR THE INSTALLATION OF THE RESIDENTIAL ROOF MOUNTED SOLAR PANEL COLLECTORS ABOVE THE ROOF OF EXISTING DETACHED STRUCTURE TO CONTINUOUS USE AS SINGLE-FAMILY DWELLING. SIZE AND LOCATION AS SHOWN ON THE APPLICATION / PLAN.,2023-06-14 13:44:20+00,-75.05038956019008,40.06841085116907
PP-2024-016677,298 DELMAR ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-012270,2025-10-22 04:00:00+00,,
PP-2021-025652,1031 S FAIRHILL ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-010571,2024-02-28 05:00:00+00,-75.15327837955213,39.935456520994215
PP-2025-007483,1804 N 31ST ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-003346,2025-06-17 04:00:00+00,-75.18495939002703,39.9839499306915
PP-2025-007484,1806 N 31ST ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2025-003347,2025-06-17 04:00:00+00,-75.18494857019078,39.984001431127965
ZP-2025-009567,741 S CLEVELAND ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED BUILDING WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2025-11-17 19:13:59+00,-75.17268319941765,39.94257296126227
ZP-2024-001800,3376 AGATE ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON APPLICATION/PLANS. ,2024-04-18 19:38:48+00,-75.10301072054595,39.99157291095926
ZP-2021-006577,915 S FAIRHILL ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION TO AN EXISTING ATTACHED STRUCTURE WITH LOWER ROOF DECK ACCESSED AT THE 3RD STORY REAR AND UPPER ROOF DECK ACCESSED VIA EXTERIOR STAIRS. SIZES AND LOCATIONS AS SHOWN ON PLANS.,2021-07-28 13:33:51+00,-75.15295175005677,39.936577120709586
PP-2021-023095,429 KRAMS AVE,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-012959,2022-03-03 05:00:00+00,-75.21902566970547,40.03354540129831
PP-2021-001726,2038 REED ST,New Construction or Additions,"Sanitary house drain, curb trap and FAI, water service from building to curb, domestic water throughout, rear yard drain, (2) downspouts, water heater, and new complete plumbing system. 

(2) WC
(2) Lav
(1) Tub
(1) KS",2021-02-15 05:00:00+00,-75.17859042000967,39.93415829127441
PP-2021-012308,2034 S DARIEN ST,New Construction or Additions,Replace fixtures and pipe within an existing single family residence. Add one bathroom within an addition occupying part of the 3rd story.,2021-07-27 04:00:00+00,-75.16078022986186,39.92362874103334
PP-2022-018084,2317 GREEN ST,New Construction or Additions,"Interior rough plumbing for 4 bathrooms, 1 kitchen and 1 laundry room - includes installation of new fixtures , 1 bath tub , 2 showers, 4 toilets, 4 lav sink kitchen sink, washer machine, ",2022-12-19 05:00:00+00,-75.17650534041465,39.96615738107587
PP-2021-012226,1124 S 24TH ST,New Construction or Additions,"FOR THE ERECTION OF A THREE-STORY ATTACHED BUILDING WITH CELLAR, ROOF DECK AND ROOF-DECK ACCESS STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING.  BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13D MINIMUM.  SEPERATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2021-10-07 04:00:00+00,-75.18357268997605,39.93882364123797
PP-2023-013273,904 N MARKOE ST,New Construction or Additions,"Two Family Dwelling:
INTERIOR: 2 Kitchens, 2 Laundry, 2 H.Bibs, 2 HWH, 3 Tubs, 4 Toilets, 4 Vanity
19 FIXTURES

EXTERIOR : New Sewer, New House Drain, Fresh Air Inlets, Curb Traps, Back Yard Drain, 1'' Copper Line Main",2023-10-12 04:00:00+00,-75.21502972027805,39.96953293071288
ZP-2020-000817,2155 E ORLEANS ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE (TO ENCLOSE STAIRS AND LANDINGS ONLY). SIZE AND LOCATION AS SHOWN ON PLANS.,2020-04-28 21:57:12+00,-75.11462877014095,39.98838199103588
PP-2021-021575,2639 LATONA ST,New Construction or Additions,Installing four toilets four  tubs four  lavatory sinks one kitchen sink one water heater one washer hook up 1 inch water combo 6 inch sewer combo,2021-11-16 05:00:00+00,-75.18819647007639,39.93764508085258
PP-2020-005885,744 BAINBRIDGE ST,New Construction or Additions,"INSTALL TWO (2) 6"" SEWER LINES, CURB TRAPS 
INSTALL 4"" MAIN DRAIN 
TWO (2) NEW 1"" RFSS WATER LINES FOR SPRINKLER AND DOMESTIC ",2020-09-02 04:00:00+00,-75.15548721965068,39.94133053090169
PP-2024-001484,2014 KATER ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2024-01-31 05:00:00+00,-75.17583083055742,39.94435394104833
PP-2025-010229,623-33 N 55TH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-005162,2025-10-08 04:00:00+00,-75.23004861010467,39.96978105079021
PP-2024-010089,2809 WHARTON ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-006299,2024-09-16 04:00:00+00,-75.19079164056508,39.93728465096145
PP-2024-008565,1553 S DOVER ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-004044,2024-12-17 05:00:00+00,-75.19210316032948,39.93366757115907
PP-2021-025319,3960 PENNSGROVE ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-015316,2022-04-23 04:00:00+00,-75.20300514041325,39.971667970738906
PP-2022-003621,2424 MASTER ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-019748,2022-10-18 04:00:00+00,-75.17584228041252,39.97652770076577
PP-2021-025683,2446 SHARSWOOD ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2021-009824,2022-04-14 04:00:00+00,-75.17635416987368,39.97731539132475
PP-2024-008817,2136 N 7TH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-004995,2024-11-08 05:00:00+00,-75.1458190802765,39.984109881320904
PP-2021-025311,1017 MONTROSE ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2021-017563,2022-02-15 05:00:00+00,-75.16016751984348,39.93874415067642
PP-2021-010333,2324 CROSS ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13D) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IRC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2022-02-08 05:00:00+00,-75.1837256802707,39.932784741120734
PP-2021-013798,2134 N 4TH ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2021-008439,2022-01-27 05:00:00+00,-75.14035553954804,39.9835500505192
PP-2024-010343,625 SHAWMONT AVE,New Construction or Additions,"CT, FAI, MD, WD 1IN.",2024-07-25 04:00:00+00,-75.23532592018235,40.05212912094732
PP-2020-009710,227 E ALLEN ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A PILOT HOUSE. FOR USE AS A SINGLE FAMILY HOUSEHOLD LIVING. ,2021-08-19 04:00:00+00,-75.13131569023938,39.96679106104553
ZP-2020-008054,1933 S 6TH ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE (NTE. 38 FT.)       WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS PER PLANS.,2020-12-18 18:34:21+00,-75.156099970468,39.92411280126696
PP-2023-016544,1309 S 23RD ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-007693,2024-03-15 04:00:00+00,-75.18214067038497,39.93574326070962
PP-2024-014521,2342 MOORE ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2024-009092,2024-10-23 04:00:00+00,-75.18490443976641,39.92996276101918
PP-2024-003309,2318 SEYBERT ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-002198,2024-05-22 04:00:00+00,-75.17426339054302,39.975547790880896
PP-2025-013659,1923 MUTTER ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-005519,2025-11-17 05:00:00+00,-75.13568949982118,39.979717271059314
PP-2025-002410,2112 N MARSHALL ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2025-000475,2025-04-24 04:00:00+00,-75.14511917992894,39.98359495108374
PP-2023-005658,1445 N MARSTON ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-001441,2023-06-01 04:00:00+00,-75.18026879964461,39.978215311050334
PP-2024-012289,3019 MARTHA ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-007580,2024-10-14 04:00:00+00,-75.11300990023895,39.9892405606673
PP-2022-007547,657 N PARK AVE,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-004059,2024-01-12 05:00:00+00,-75.15903059018389,39.96524954080084
ZP-2023-000935,1722 KENNEDY ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION WITH SIDE YARD DECK TO AN EXISTING SEMI-DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS. ,2023-02-15 22:22:19+00,-75.07163900041854,40.021161651030766
ZP-2025-003143,1501-13 N 9TH ST,"New construction, addition, GFA change","Erection of attached structure with rear roof deck on third floor level to use as single family household living, size and location as shown on the plans.",2025-01-15 05:00:00+00,,
ZP-2021-003206,1847 N LEITHGOW ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE; FOR USE AS SINGLE- FAMILY HOUSEHOLD LIVING; SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN.",2021-04-28 17:31:13+00,-75.14151162045258,39.97918398125054
PP-2020-003992,145 DUDLEY ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2020-08-13 04:00:00+00,-75.14918523046879,39.92349343078482
PP-2020-011736,600 N 5TH ST,New Construction or Additions,installation of new pvc drains and pex water lines for 3 bathrooms and 1 kitchen,2020-10-30 04:00:00+00,-75.14730289055728,39.96246930084882
ZP-2023-013846,3646 N DARIEN ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2024-03-25 00:43:20+00,-75.14252411011746,40.007561240716605
PP-2023-012081,2119 LEAGUE CT,New Construction or Additions,"INSTALL 1"" WDP, SANITARY AND STORM MD, CT & FAI's",2025-04-30 04:00:00+00,-75.17886305013559,39.93996204077512
ZP-2020-004086,1138 S 24TH ST,"New construction, addition, GFA change","removal of existing rear one story addition, and for the addition of a rear side powder room and roof deck and pilot house to an existing 2-story rowhome. (size and location as shown on the plan)",2020-08-20 22:19:16+00,-75.1836361103284,39.938520641296634
ZP-2020-010261,274 S FRAZIER ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED BUILDING. SIZE AND LOCATION AS SHOWN ON APPROVED PLAN.,2021-02-15 15:12:55+00,-75.23534361952498,39.95634917061507
ZP-2023-002003,3421 MORRELL AVE,"New construction, addition, GFA change",FOR THE ERECTION OF A REAR ADDITION. SIZE AND LOCATION AS SHOWN ON PLANS. ,2023-03-24 19:38:35+00,-74.98815991978726,40.07402824068656
ZP-2022-001226,548 MAYLAND ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED BUILDING WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE ABOVE THIRD FLOOR (SIZE AND LOCATION AS SHOWN ON PLANS).,2022-02-11 19:38:06+00,-75.1729675502031,40.049461741062174
PP-2020-015542,2100 LOMBARD ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13R) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2022-12-06 05:00:00+00,-75.17694022030447,39.9459960405215
ZP-2021-008461,1530 S 31ST ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOD DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN,2021-09-03 21:11:32+00,-75.1960481499991,39.93455927127596
ZP-2020-010704,1610 S DOVER ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED BUILDING WITH A ROOF DECK AND ROOF DECK ACCESS STRUCTURE  (SIZE AND LOCATION AS SHOWN ON PLANS),2020-11-17 05:00:00+00,-75.19253253959121,39.93329006060244
PP-2022-014821,1914 WILCOX ST,New Construction or Additions,"Interior plumbing 
4 WC, 4 TUBS, 4 LAVATORIES, 1 KS, 1 LL, 1 WH",2022-11-09 05:00:00+00,-75.16968133980915,39.96442668071951
ZP-2021-004203,2402 COLLI DR,"New construction, addition, GFA change","For the erection of an attached structure (w/roof deck above the rear 2nd floor), size and location as shown on plan/application.",2021-08-23 18:19:47+00,-75.1913937897386,39.90776276125155
ZP-2021-002166,2228 SAINT ALBANS ST,"New construction, addition, GFA change",FOR THE REMOVAL OF A DECK AT THE REAR AND THE ERECTION OF AN ADDITION ABOVE THE EXISTING ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2021-08-11 04:00:00+00,-75.1800468203231,39.942900780971186
ZP-2022-001179,2356 E SUSQUEHANNA AVE,"New construction, addition, GFA change",FOR THE ERECTION OF A ROOF DECK AND ADDITION (PORCH) ABOVE AN EXISTING ATTACHED STRUCTURE. NO CHANGE IN HEIGHT OR OCCUPIED AREA. SIZE AND LOCATION AS SHOWN ON THE PLANS.,2022-02-17 16:41:41+00,-75.12772971972693,39.97715444095375
ZP-2024-007649,2613 SEARS ST,"New construction, addition, GFA change",APPLICATION IS FOR A NEW CONSTRUCTION OF AN ATTACHED BUILDING  (SIZE AND LOCATION AS SHOWN ON PLANS/APPLICATION) ,2024-07-26 20:17:00+00,-75.18779469955929,39.936418890838766
ZP-2025-008091,2740 WILLITS RD,"New construction, addition, GFA change",FOR THE ERECTION OF A DETACHED STRUCTURE WITH ROOF DECK. SIZE AND LOCATION AS SHOWN ON PLANS. SEE ZP-2025-005458 FOR LOT ADJUSTMENT (SUBDIVISION) APPROVAL.,2025-08-13 13:32:49+00,,
ZP-2020-004388,2220 N 3RD ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE TO INCLUDE A ROOF DECK AND ACCESS PILOT HOUSE. SIZE AND LOCATION AS PER PLANS.,2020-08-24 20:41:53+00,-75.13906290992608,39.984708910602144
ZP-2020-002350,1332 N MYRTLEWOOD ST,"New construction, addition, GFA change","For the erection of an attached structure (with a roof deck accessed by a pilot house enclosing access stair only), size and location as shown on plan/application.",2020-09-15 12:34:47+00,-75.18414608052703,39.97718708138233
ZP-2020-004414,2503 MASCHER ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN SCANNED PLAN. FOR USE AS A TWO-FAMILY HOUSEHOLD LIVING.,2020-08-19 15:24:12+00,-75.13331786971743,39.9882818312131
ZP-2022-013459,2970 GAUL ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION ABOVE AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLANS.,2022-12-22 22:09:47+00,-75.11001698985316,39.98470369072216
ZP-2021-000137,2128 LATONA ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION ABOVE THE EXISTING STRUCTURE AND THE ERECTION OF A ROOF DECK WITH ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2021-02-13 14:10:33+00,-75.17973231942548,39.93635894135711
PP-2025-014017,2129 N 2ND ST,New Construction or Additions,"Install drain lines, water lines and set 16 fixtures",2025-10-30 04:00:00+00,-75.1364780899552,39.98286234055873
PP-2021-017031,1134 MOUNT VERNON ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2021-09-17 04:00:00+00,-75.15701408976376,39.96336542135332
ZP-2025-007271,2316 DICKINSON ST,"New construction, addition, GFA change",Erection of an attach structure with roof deck and pilot house for single-family household living. Size and location per plan.,2025-07-27 12:47:02+00,-75.18340850980788,39.93351302124324
ZP-2021-016491,1257 PIERCE ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ADDITION ABOVE AN EXISTING ATTACHED STRUCTURE, ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS.",2022-01-01 18:51:39+00,-75.16624216964692,39.92825887132353
PP-2022-007633,806 MOYER ST,New Construction or Additions,"For minor construction work at the subject property in accordance with all applicable provisions of the Philadelphia Code, all references codes and standards, and the attached EZ Standard, where included. Deviation from this standard shall result in permit revocation. A separate permit from the Philadelphia Department of Streets is required for any sidewalk and street closures. All means of pedestrian protection required at the site in accordance with the Philadelphia Building Code Chapter 33 shall be in place prior to start of work.",2022-05-15 04:00:00+00,-75.12477928053434,39.97300097076766
ZP-2022-012249,709 E THOMPSON ST,"New construction, addition, GFA change","FOR THE COMPLETE DEMOLITION OF AN EXISTING BUILDING ON LOT. FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE; FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING; SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLAN.",2022-11-17 15:19:13+00,-75.12648305980433,39.973486731290635
PP-2025-004003,1702 N ORIANNA ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-011475,2025-05-21 04:00:00+00,-75.14125285988176,39.976798451261864
PP-2024-015869,1424 S RINGGOLD ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-010196,2025-03-21 04:00:00+00,-75.18499976978818,39.93457603083341
PP-2023-014555,2021 ABIGAIL ST,New Construction or Additions,Plumbing Permit (Water Distribution) for combo RP-2023-003921,2024-05-24 04:00:00+00,-75.1316470804937,39.981477551287455
PP-2023-014557,2021 ABIGAIL ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-003921,2024-05-24 04:00:00+00,-75.1316470804937,39.981477551287455
PP-2022-013343,11005 LINDSAY ST,New Construction or Additions,"Installation of three full bathroom, kitchen , laundry, water heater, hose bib",2022-11-22 05:00:00+00,-75.02036116966441,40.11138755077505
PP-2024-017591,634 N SHEDWICK ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-008073,2025-10-27 04:00:00+00,-75.19284913946652,39.96589024061222
PP-2022-018409,135 E SPRINGER ST,New Construction or Additions,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-013043,2023-06-09 04:00:00+00,-75.18285697969544,40.05339963061122
PP-2025-003067,139 S 24TH ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2024-012752,2025-07-10 04:00:00+00,-75.17922292952461,39.951595571358254
ZP-2022-002917,2223 E WILLIAM ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE ( NTE 38' HIGH).
SIZE AND LOCATION AS SHOWN IN THE APPLICATION",2022-03-22 01:47:02+00,-75.11552385964225,39.986742880610436
1001573,2604 NAUDAIN ST,"New construction, addition, GFA change",FOR ERECTION OF A ADDITION ABOVE THE SECOND STORY WITH ROOF DECK ACCESSED BY A PILOT HOUSE.,2020-06-18 15:29:25+00,-75.18320095044649,39.94627699110704
ZP-2022-007004,120 GREENDALE RD,"New construction, addition, GFA change",FOR THE ERECTION OF A DECK AT THE REAR OF THE EXISTING SEMI-DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2022-08-22 14:18:23+00,-74.97549508005521,40.0733016506781
ZP-2023-000781,12011 MEDFORD RD,"New construction, addition, GFA change",FOR THE LEGALIZATION OF AN ADDITION AND TWO (2) DECKS (ONE (1) ATTACHED TO THE EXISTING SEMI-DETACHED STRUCTURE AND ONE (1) FREESTANDING DECK). SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS.,2023-08-30 04:00:00+00,-74.98106136992523,40.09575273072718
ZP-2025-009013,716 STRAHLE ST,"New construction, addition, GFA change",FOR THE ERECTION OF REAR AND VERTICAL ADDITIONS TO AN EXISTING SEMI-DETACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS,2025-11-05 16:00:59+00,-75.07416962034601,40.07914992060063
PP-2020-007875,1600 N BODINE ST,New Construction or Additions,"FOR THE CONSTRUCTION OF AN ATTACHED STRUCTURE PARCEL "" K "" WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A SINGLE FAMILY HOUSEHOLD LIVING WITH INTERIOR ACCESSORY PARKING FOR ONE (1).  ",2021-01-04 05:00:00+00,-75.14051677011062,39.97516075107054
PP-2022-016022,2737 INGRAM ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2022-003840,2023-05-24 04:00:00+00,-75.18965544951888,39.93845355059333
PP-2021-023668,716 S CHADWICK ST,New Construction or Additions,Rerough existing bathroom F&I new bathroom ,2021-12-10 05:00:00+00,-75.17021141041,39.942889561087604
PP-2020-010968,2500 E TIOGA ST,New Construction or Additions,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO (2) FAMILY HOUSEHOLD LIVING. BUILDING TO BE SPRINKERED IN ACCORDANCE WITH MINIMUM 13D SYSTEM.  PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.TOWNHOUSE #28- TYPE 1B,2020-10-20 04:00:00+00,-75.09823219002979,39.990061931241826
PP-2020-004687,410 MOORE ST,New Construction or Additions,"For Interior,Exterior Plumbing of a New Single Family dwelling to include HOUSE DRAIN, CURB TRAP, FRESH AIR INLET, 1"" WATER SERVICE [3] WATER CLOSETS, [4] LAVS, [1] BATHTUB, [2] SHOWERS, [1] LAUNDRY, [1] KITCHEN SINK, [1] SUMP PUMP, [1] HOSE BIB, [1] REAR YARD/AREA DRAIN, AND [1] HOT WATER HEATER as per 2018 Philadelphia Plumbing Cde.",2020-07-06 04:00:00+00,-75.15319362947304,39.92585135057417
ZP-2025-010156,2622 E LEHIGH AVE,"New construction, addition, GFA change",FOR THE ERECTION OF ONE STORY REAR ADDITION ABOVE THE EXISTING FIRST FLOOR REAR PORTION AS PART OF AN EXISTING ATTACHED STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN. ,2025-10-28 15:12:46+00,-75.11529257047985,39.97863883089282
PP-2025-015800,2205 PINE ST,New Construction or Additions,"INSTALL 9 FIXTURES 1 Kitchen, 1 Laundry, 1 HWH, 2 Toilets, 2 Vanity, 1 Shower & 1 Tub. ",2025-12-18 05:00:00+00,-75.17855172970263,39.94737342073444
PP-2020-015163,1418 N MYRTLEWOOD ST,New Construction or Additions,FOR THE INSTALLATION OF INTERIOR PLUMBING INSTALLATION IN ACCORDANCE WITH 2018 PPC.,2021-05-28 04:00:00+00,-75.18392356027022,39.97818608112885
ZP-2022-011428,2361 N LEITHGOW ST,"New construction, addition, GFA change","FOR THE ERECTION OF AN ATTACHED STRUCTURE, ROOF DECK AND ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN IN THE APPLICATION/PLANS.
**A NEW DEED IS REQUIRED PRIOR TO ISSUANCE OF A CO, OR THE EXPIRATION OF THIS ZONING PERMIT.",2022-10-27 16:10:00+00,-75.13972639994235,39.987094770980164
ZP-2020-006572,2043 SAINT ALBANS ST,"New construction, addition, GFA change",FOR THE ERECTION OF AN ADDITION WITH ROOF DECK ACCESSED BY A PILOT HOUSE ABOVE AN EXISTING TWO STORY ATTACHED STRUCTURE. FOR USE AS A SINGLE FAMILY HOUSEHOLD. ,2020-10-12 13:59:16+00,-75.17683133027235,39.94270539124052
PP-2020-010674,12 LONGFORD ST,New Construction or Additions,"FOR NEW CONSTRUCTION OF A TWO (2) STORY WOOD-FRAME DETACHED STRUCTURE ON REINFORCED CONCRETE FOOTINGS/FOUNDATIONS WITH REAR AND SIDE SUN DECK, FOR USE AS A SINGLE-FAMILY DWELLING THROUGHOUT. SIZE AND LOCATION AS SHOWN IN THE APPLICATION / PLAN.  SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL AND PLUMBING. *PROTECTION OF RIGHT-OF-WAY / PEDESTRIANS REQUIRED DURING ALL CONSTRUCTION. *",2020-11-12 05:00:00+00,-75.02063605037941,40.05483139068708
PP-2023-017002,2400 E VENANGO ST,New Construction or Additions,Plumbing Permit (Interior) for combo RP-2023-011017,2024-02-28 05:00:00+00,-75.09661406015277,39.992419080504725
ZP-2025-006902,12662 FRIAR PL,"New construction, addition, GFA change",For addition of a deck at rear yard. Size and location per plan.,2025-07-15 11:46:53+00,-74.96532666949672,40.095908511129124
